validTime,primary,primaryUnits,secondary,secondaryUnits,generatedTime
2025-04-07T18:30:00Z,6.04,ft,0.179,kcfs,2025-04-07T18:54:38Z
2025-04-07T19:00:00Z,6.02,ft,0.176,kcfs,2025-04-07T19:54:38Z
2025-04-07T19:30:00Z,6,ft,0.174,kcfs,2025-04-07T19:54:38Z
2025-04-07T20:00:00Z,5.98,ft,0.171,kcfs,2025-04-07T20:54:39Z
2025-04-07T20:30:00Z,5.96,ft,0.168,kcfs,2025-04-07T20:54:39Z
2025-04-07T21:00:00Z,5.94,ft,0.166,kcfs,2025-04-07T21:54:38Z
2025-04-07T21:30:00Z,5.92,ft,0.163,kcfs,2025-04-07T21:54:38Z
2025-04-07T22:00:00Z,5.9,ft,0.16,kcfs,2025-04-07T22:54:39Z
2025-04-07T22:30:00Z,5.88,ft,0.158,kcfs,2025-04-07T22:54:39Z
2025-04-07T23:00:00Z,5.86,ft,0.155,kcfs,2025-04-07T23:54:38Z
2025-04-07T23:30:00Z,5.84,ft,0.153,kcfs,2025-04-07T23:54:38Z
2025-04-08T00:00:00Z,5.82,ft,0.15,kcfs,2025-04-08T00:54:38Z
2025-04-08T00:30:00Z,5.8,ft,0.147,kcfs,2025-04-08T00:54:38Z
2025-04-08T01:00:00Z,5.79,ft,0.145,kcfs,2025-04-08T01:54:39Z
2025-04-08T01:30:00Z,5.76,ft,0.141,kcfs,2025-04-08T01:54:39Z
2025-04-08T02:00:00Z,5.74,ft,0.139,kcfs,2025-04-08T02:54:36Z
2025-04-08T02:30:00Z,5.72,ft,0.136,kcfs,2025-04-08T02:54:36Z
2025-04-08T03:00:00Z,5.7,ft,0.133,kcfs,2025-04-08T03:54:38Z
2025-04-08T03:30:00Z,5.68,ft,0.131,kcfs,2025-04-08T03:54:38Z
2025-04-08T04:00:00Z,5.68,ft,0.131,kcfs,2025-04-08T04:54:41Z
2025-04-08T04:30:00Z,5.65,ft,0.127,kcfs,2025-04-08T04:54:41Z
2025-04-08T05:00:00Z,5.63,ft,0.125,kcfs,2025-04-08T05:54:39Z
2025-04-08T05:30:00Z,5.62,ft,0.123,kcfs,2025-04-08T05:54:39Z
2025-04-08T06:00:00Z,5.6,ft,0.121,kcfs,2025-04-08T06:54:39Z
2025-04-08T06:30:00Z,5.59,ft,0.12,kcfs,2025-04-08T06:54:39Z
2025-04-08T07:00:00Z,5.58,ft,0.119,kcfs,2025-04-08T07:54:38Z
2025-04-08T07:30:00Z,5.56,ft,0.116,kcfs,2025-04-08T07:54:38Z
2025-04-08T08:00:00Z,5.55,ft,0.115,kcfs,2025-04-08T08:54:40Z
2025-04-08T08:30:00Z,5.54,ft,0.114,kcfs,2025-04-08T08:54:40Z
2025-04-08T09:00:00Z,5.53,ft,0.113,kcfs,2025-04-08T09:54:38Z
2025-04-08T09:30:00Z,5.52,ft,0.111,kcfs,2025-04-08T09:54:38Z
2025-04-08T10:00:00Z,5.51,ft,0.11,kcfs,2025-04-08T10:54:39Z
2025-04-08T10:30:00Z,5.49,ft,0.107,kcfs,2025-04-08T10:54:39Z
2025-04-08T11:00:00Z,5.49,ft,0.107,kcfs,2025-04-08T11:54:37Z
2025-04-08T11:30:00Z,5.48,ft,0.106,kcfs,2025-04-08T11:54:37Z
2025-04-08T12:00:00Z,5.47,ft,0.104,kcfs,2025-04-08T12:54:38Z
2025-04-08T12:30:00Z,5.46,ft,0.103,kcfs,2025-04-08T12:54:38Z
2025-04-08T13:00:00Z,5.46,ft,0.103,kcfs,2025-04-08T13:54:39Z
2025-04-08T13:30:00Z,5.45,ft,0.102,kcfs,2025-04-08T13:54:39Z
2025-04-08T14:00:00Z,5.45,ft,0.102,kcfs,2025-04-08T14:54:36Z
2025-04-08T14:30:00Z,5.44,ft,0.1,kcfs,2025-04-08T14:54:36Z
2025-04-08T15:00:00Z,5.44,ft,0.1,kcfs,2025-04-08T15:54:38Z
2025-04-08T15:30:00Z,5.43,ft,0.099,kcfs,2025-04-08T15:54:38Z
2025-04-08T16:00:00Z,5.42,ft,0.0977,kcfs,2025-04-08T16:54:38Z
2025-04-08T16:30:00Z,5.41,ft,0.0964,kcfs,2025-04-08T16:54:38Z
2025-04-08T17:00:00Z,5.41,ft,0.0964,kcfs,2025-04-08T17:54:44Z
2025-04-08T17:30:00Z,5.4,ft,0.0952,kcfs,2025-04-08T17:54:44Z
2025-04-08T18:00:00Z,5.39,ft,0.094,kcfs,2025-04-08T18:54:37Z
2025-04-08T18:30:00Z,5.39,ft,0.094,kcfs,2025-04-08T18:54:37Z
2025-04-08T19:00:00Z,5.38,ft,0.0927,kcfs,2025-04-08T19:54:37Z
2025-04-08T19:30:00Z,5.38,ft,0.0927,kcfs,2025-04-08T19:54:37Z
2025-04-08T20:00:00Z,5.37,ft,0.0915,kcfs,2025-04-08T20:54:36Z
2025-04-08T20:30:00Z,5.36,ft,0.0903,kcfs,2025-04-08T20:54:36Z
2025-04-08T21:00:00Z,5.36,ft,0.0903,kcfs,2025-04-08T21:54:37Z
2025-04-08T21:30:00Z,5.35,ft,0.0892,kcfs,2025-04-08T21:54:37Z
2025-04-08T22:00:00Z,5.35,ft,0.0892,kcfs,2025-04-08T22:54:35Z
2025-04-08T22:30:00Z,5.34,ft,0.088,kcfs,2025-04-08T22:54:35Z
2025-04-08T23:00:00Z,5.33,ft,0.0868,kcfs,2025-04-08T23:54:37Z
2025-04-08T23:30:00Z,5.33,ft,0.0868,kcfs,2025-04-08T23:54:37Z
2025-04-09T00:00:00Z,5.32,ft,0.0857,kcfs,2025-04-09T00:54:36Z
2025-04-09T00:30:00Z,5.31,ft,0.0846,kcfs,2025-04-09T00:54:36Z
2025-04-09T01:00:00Z,5.31,ft,0.0846,kcfs,2025-04-09T01:54:38Z
2025-04-09T01:30:00Z,5.3,ft,0.0835,kcfs,2025-04-09T01:54:38Z
2025-04-09T02:00:00Z,5.3,ft,0.0835,kcfs,2025-04-09T02:54:36Z
2025-04-09T02:30:00Z,5.29,ft,0.0824,kcfs,2025-04-09T02:54:36Z
2025-04-09T03:00:00Z,5.29,ft,0.0824,kcfs,2025-04-09T03:54:38Z
2025-04-09T03:30:00Z,5.28,ft,0.0813,kcfs,2025-04-09T03:54:38Z
2025-04-09T04:00:00Z,5.27,ft,0.0802,kcfs,2025-04-09T04:54:36Z
2025-04-09T04:30:00Z,5.27,ft,0.0802,kcfs,2025-04-09T04:54:36Z
2025-04-09T05:00:00Z,5.26,ft,0.0791,kcfs,2025-04-09T05:54:40Z
2025-04-09T05:30:00Z,5.27,ft,0.0802,kcfs,2025-04-09T05:54:40Z
2025-04-09T06:00:00Z,5.25,ft,0.0781,kcfs,2025-04-09T06:54:36Z
2025-04-09T06:30:00Z,5.25,ft,0.0781,kcfs,2025-04-09T06:54:36Z
2025-04-09T07:00:00Z,5.24,ft,0.077,kcfs,2025-04-09T07:54:38Z
2025-04-09T07:30:00Z,5.24,ft,0.077,kcfs,2025-04-09T07:54:38Z
2025-04-09T08:00:00Z,5.23,ft,0.076,kcfs,2025-04-09T08:54:40Z
2025-04-09T08:30:00Z,5.23,ft,0.076,kcfs,2025-04-09T08:54:40Z
2025-04-09T09:00:00Z,5.22,ft,0.0748,kcfs,2025-04-09T09:54:39Z
2025-04-09T09:30:00Z,5.22,ft,0.0748,kcfs,2025-04-09T09:54:39Z
2025-04-09T10:00:00Z,5.21,ft,0.0736,kcfs,2025-04-09T10:54:39Z
2025-04-09T10:30:00Z,5.21,ft,0.0736,kcfs,2025-04-09T10:54:39Z
2025-04-09T11:00:00Z,5.2,ft,0.0725,kcfs,2025-04-09T11:54:36Z
2025-04-09T11:30:00Z,5.2,ft,0.0725,kcfs,2025-04-09T11:54:36Z
2025-04-09T12:00:00Z,5.19,ft,0.0714,kcfs,2025-04-09T12:54:36Z
2025-04-09T12:30:00Z,5.19,ft,0.0714,kcfs,2025-04-09T12:54:36Z
2025-04-09T13:00:00Z,5.18,ft,0.0702,kcfs,2025-04-09T13:54:38Z
2025-04-09T13:30:00Z,5.17,ft,0.0691,kcfs,2025-04-09T13:54:38Z
2025-04-09T14:00:00Z,5.17,ft,0.0691,kcfs,2025-04-09T14:54:35Z
2025-04-09T14:30:00Z,5.16,ft,0.068,kcfs,2025-04-09T14:54:35Z
2025-04-09T15:00:00Z,5.15,ft,0.067,kcfs,2025-04-09T15:54:37Z
2025-04-09T15:30:00Z,5.15,ft,0.067,kcfs,2025-04-09T15:54:37Z
2025-04-09T17:00:00Z,5.12,ft,0.0638,kcfs,2025-04-09T17:54:37Z
2025-04-09T17:30:00Z,5.12,ft,0.0638,kcfs,2025-04-09T17:54:37Z
2025-04-09T18:00:00Z,5.11,ft,0.0628,kcfs,2025-04-09T18:54:36Z
2025-04-09T18:30:00Z,5.11,ft,0.0628,kcfs,2025-04-09T18:54:36Z
2025-04-09T19:00:00Z,5.1,ft,0.0618,kcfs,2025-04-09T19:54:37Z
2025-04-09T19:30:00Z,5.1,ft,0.0618,kcfs,2025-04-09T19:54:37Z
2025-04-09T20:00:00Z,5.09,ft,0.0608,kcfs,2025-04-09T20:54:38Z
2025-04-09T20:30:00Z,5.09,ft,0.0608,kcfs,2025-04-09T20:54:38Z
2025-04-09T21:00:00Z,5.09,ft,0.0608,kcfs,2025-04-09T21:54:39Z
2025-04-09T21:30:00Z,5.09,ft,0.0608,kcfs,2025-04-09T21:54:39Z
2025-04-09T22:00:00Z,5.08,ft,0.0598,kcfs,2025-04-09T22:54:38Z
2025-04-09T22:30:00Z,5.08,ft,0.0598,kcfs,2025-04-09T22:54:38Z
2025-04-09T23:00:00Z,5.08,ft,0.0598,kcfs,2025-04-09T23:54:34Z
2025-04-09T23:30:00Z,5.08,ft,0.0598,kcfs,2025-04-09T23:54:34Z
2025-04-10T00:00:00Z,5.07,ft,0.0589,kcfs,2025-04-10T00:54:36Z
2025-04-10T00:30:00Z,5.07,ft,0.0589,kcfs,2025-04-10T00:54:36Z
2025-04-10T01:00:00Z,5.07,ft,0.0589,kcfs,2025-04-10T01:54:37Z
2025-04-10T01:30:00Z,5.07,ft,0.0589,kcfs,2025-04-10T01:54:37Z
2025-04-10T02:00:00Z,5.07,ft,0.0589,kcfs,2025-04-10T02:54:37Z
2025-04-10T02:30:00Z,5.07,ft,0.0589,kcfs,2025-04-10T02:54:37Z
2025-04-10T03:00:00Z,5.07,ft,0.0589,kcfs,2025-04-10T03:54:39Z
2025-04-10T03:30:00Z,5.08,ft,0.0598,kcfs,2025-04-10T03:54:39Z
2025-04-10T04:00:00Z,5.08,ft,0.0598,kcfs,2025-04-10T04:54:39Z
2025-04-10T04:30:00Z,5.08,ft,0.0598,kcfs,2025-04-10T04:54:39Z
2025-04-10T05:00:00Z,5.09,ft,0.0608,kcfs,2025-04-10T05:54:36Z
2025-04-10T05:30:00Z,5.09,ft,0.0608,kcfs,2025-04-10T05:54:36Z
2025-04-10T06:00:00Z,5.09,ft,0.0608,kcfs,2025-04-10T06:54:37Z
2025-04-10T06:30:00Z,5.1,ft,0.0618,kcfs,2025-04-10T06:54:37Z
2025-04-10T07:00:00Z,5.1,ft,0.0618,kcfs,2025-04-10T07:54:38Z
2025-04-10T07:30:00Z,5.11,ft,0.0628,kcfs,2025-04-10T07:54:38Z
2025-04-10T08:00:00Z,5.11,ft,0.0628,kcfs,2025-04-10T08:54:40Z
2025-04-10T08:30:00Z,5.12,ft,0.0638,kcfs,2025-04-10T08:54:40Z
2025-04-10T09:00:00Z,5.12,ft,0.0638,kcfs,2025-04-10T09:54:37Z
2025-04-10T09:30:00Z,5.12,ft,0.0638,kcfs,2025-04-10T09:54:37Z
2025-04-10T10:00:00Z,5.12,ft,0.0638,kcfs,2025-04-10T10:54:36Z
2025-04-10T10:30:00Z,5.13,ft,0.0649,kcfs,2025-04-10T10:54:36Z
2025-04-10T11:00:00Z,5.13,ft,0.0649,kcfs,2025-04-10T11:54:38Z
2025-04-10T11:30:00Z,5.13,ft,0.0649,kcfs,2025-04-10T11:54:38Z
2025-04-10T12:00:00Z,5.13,ft,0.0649,kcfs,2025-04-10T12:54:36Z
2025-04-10T12:30:00Z,5.12,ft,0.0638,kcfs,2025-04-10T12:54:36Z
2025-04-10T13:00:00Z,5.12,ft,0.0638,kcfs,2025-04-10T13:54:38Z
2025-04-10T13:30:00Z,5.12,ft,0.0638,kcfs,2025-04-10T13:54:38Z
2025-04-10T14:00:00Z,5.12,ft,0.0638,kcfs,2025-04-10T14:54:37Z
2025-04-10T14:30:00Z,5.11,ft,0.0628,kcfs,2025-04-10T14:54:37Z
2025-04-10T15:00:00Z,5.11,ft,0.0628,kcfs,2025-04-10T15:54:40Z
2025-04-10T15:30:00Z,5.1,ft,0.0618,kcfs,2025-04-10T15:54:40Z
2025-04-10T16:00:00Z,5.09,ft,0.0608,kcfs,2025-04-10T16:54:38Z
2025-04-10T16:30:00Z,5.09,ft,0.0608,kcfs,2025-04-10T16:54:38Z
2025-04-10T17:00:00Z,5.08,ft,0.0598,kcfs,2025-04-10T17:54:38Z
2025-04-10T17:30:00Z,5.08,ft,0.0598,kcfs,2025-04-10T17:54:38Z
2025-04-10T18:00:00Z,5.07,ft,0.0589,kcfs,2025-04-10T18:54:40Z
2025-04-10T18:30:00Z,5.06,ft,0.0579,kcfs,2025-04-10T18:54:40Z
2025-04-10T19:00:00Z,5.05,ft,0.057,kcfs,2025-04-10T19:54:37Z
2025-04-10T19:30:00Z,5.05,ft,0.057,kcfs,2025-04-10T19:54:37Z
2025-04-10T20:00:00Z,5.04,ft,0.0561,kcfs,2025-04-10T20:54:37Z
2025-04-10T20:30:00Z,5.03,ft,0.0552,kcfs,2025-04-10T20:54:37Z
2025-04-10T21:00:00Z,5.03,ft,0.0552,kcfs,2025-04-10T21:54:40Z
2025-04-10T21:30:00Z,5.02,ft,0.0543,kcfs,2025-04-10T21:54:40Z
2025-04-10T22:00:00Z,5.01,ft,0.0534,kcfs,2025-04-10T22:54:39Z
2025-04-10T22:30:00Z,4.99,ft,0.0517,kcfs,2025-04-10T22:54:39Z
2025-04-10T23:00:00Z,4.98,ft,0.0508,kcfs,2025-04-10T23:54:39Z
2025-04-10T23:30:00Z,4.97,ft,0.05,kcfs,2025-04-10T23:54:39Z
2025-04-11T00:00:00Z,4.96,ft,0.0492,kcfs,2025-04-11T00:54:37Z
2025-04-11T00:30:00Z,4.95,ft,0.0484,kcfs,2025-04-11T00:54:37Z
2025-04-11T01:00:00Z,4.95,ft,0.0484,kcfs,2025-04-11T01:54:39Z
2025-04-11T01:30:00Z,4.94,ft,0.0476,kcfs,2025-04-11T01:54:39Z
2025-04-11T02:00:00Z,4.93,ft,0.0468,kcfs,2025-04-11T02:54:35Z
2025-04-11T02:30:00Z,4.93,ft,0.0468,kcfs,2025-04-11T02:54:35Z
2025-04-11T03:00:00Z,4.92,ft,0.046,kcfs,2025-04-11T03:54:38Z
2025-04-11T03:30:00Z,4.92,ft,0.046,kcfs,2025-04-11T03:54:38Z
2025-04-11T04:00:00Z,4.91,ft,0.0452,kcfs,2025-04-11T04:54:38Z
2025-04-11T04:30:00Z,4.9,ft,0.0445,kcfs,2025-04-11T04:54:38Z
2025-04-11T05:00:00Z,4.9,ft,0.0445,kcfs,2025-04-11T05:54:39Z
2025-04-11T05:30:00Z,4.89,ft,0.0438,kcfs,2025-04-11T05:54:39Z
2025-04-11T06:00:00Z,4.89,ft,0.0438,kcfs,2025-04-11T06:54:38Z
2025-04-11T06:30:00Z,4.89,ft,0.0438,kcfs,2025-04-11T06:54:38Z
2025-04-11T07:00:00Z,4.88,ft,0.043,kcfs,2025-04-11T07:54:38Z
2025-04-11T07:30:00Z,4.88,ft,0.043,kcfs,2025-04-11T07:54:38Z
2025-04-11T08:00:00Z,4.88,ft,0.043,kcfs,2025-04-11T08:54:40Z
2025-04-11T08:30:00Z,4.88,ft,0.043,kcfs,2025-04-11T08:54:40Z
2025-04-11T09:00:00Z,4.87,ft,0.0423,kcfs,2025-04-11T09:54:38Z
2025-04-11T09:30:00Z,4.87,ft,0.0423,kcfs,2025-04-11T09:54:38Z
2025-04-11T10:00:00Z,4.87,ft,0.0423,kcfs,2025-04-11T10:54:39Z
2025-04-11T10:30:00Z,4.87,ft,0.0423,kcfs,2025-04-11T10:54:39Z
2025-04-11T11:00:00Z,4.87,ft,0.0423,kcfs,2025-04-11T11:54:39Z
2025-04-11T11:30:00Z,4.87,ft,0.0423,kcfs,2025-04-11T11:54:39Z
2025-04-11T12:00:00Z,4.87,ft,0.0423,kcfs,2025-04-11T12:54:37Z
2025-04-11T12:30:00Z,4.87,ft,0.0423,kcfs,2025-04-11T12:54:37Z
2025-04-11T13:00:00Z,4.87,ft,0.0423,kcfs,2025-04-11T13:54:39Z
2025-04-11T13:30:00Z,4.86,ft,0.0416,kcfs,2025-04-11T13:54:39Z
2025-04-11T14:00:00Z,4.86,ft,0.0416,kcfs,2025-04-11T14:55:31Z
2025-04-11T14:30:00Z,4.86,ft,0.0416,kcfs,2025-04-11T14:55:31Z
2025-04-11T15:00:00Z,4.86,ft,0.0416,kcfs,2025-04-11T15:54:40Z
2025-04-11T15:30:00Z,4.85,ft,0.0409,kcfs,2025-04-11T15:54:40Z
2025-04-11T16:00:00Z,4.85,ft,0.0409,kcfs,2025-04-11T16:54:39Z
2025-04-11T16:30:00Z,4.85,ft,0.0409,kcfs,2025-04-11T16:54:39Z
2025-04-11T17:00:00Z,4.85,ft,0.0409,kcfs,2025-04-11T17:54:39Z
2025-04-11T17:30:00Z,4.84,ft,0.0402,kcfs,2025-04-11T17:54:39Z
2025-04-11T18:00:00Z,4.83,ft,0.0395,kcfs,2025-04-11T18:54:36Z
2025-04-11T18:30:00Z,4.83,ft,0.0395,kcfs,2025-04-11T18:54:36Z
2025-04-11T19:00:00Z,4.82,ft,0.0389,kcfs,2025-04-11T19:54:37Z
2025-04-11T19:30:00Z,4.82,ft,0.0389,kcfs,2025-04-11T19:54:37Z
2025-04-11T20:00:00Z,4.81,ft,0.0382,kcfs,2025-04-11T20:54:36Z
2025-04-11T20:30:00Z,4.81,ft,0.0382,kcfs,2025-04-11T20:54:36Z
2025-04-11T21:00:00Z,4.8,ft,0.0376,kcfs,2025-04-11T21:54:38Z
2025-04-11T21:30:00Z,4.79,ft,0.0369,kcfs,2025-04-11T21:54:38Z
2025-04-11T22:00:00Z,4.79,ft,0.0369,kcfs,2025-04-11T22:54:40Z
2025-04-11T22:30:00Z,4.78,ft,0.0363,kcfs,2025-04-11T22:54:40Z
2025-04-11T23:00:00Z,4.78,ft,0.0363,kcfs,2025-04-11T23:54:36Z
2025-04-11T23:30:00Z,4.77,ft,0.0357,kcfs,2025-04-11T23:54:36Z
2025-04-12T00:00:00Z,4.76,ft,0.0351,kcfs,2025-04-12T00:54:37Z
2025-04-12T00:30:00Z,4.76,ft,0.0351,kcfs,2025-04-12T00:54:37Z
2025-04-12T01:00:00Z,4.75,ft,0.0345,kcfs,2025-04-12T01:54:36Z
2025-04-12T01:30:00Z,4.75,ft,0.0345,kcfs,2025-04-12T01:54:36Z
2025-04-12T02:00:00Z,4.75,ft,0.0345,kcfs,2025-04-12T02:54:36Z
2025-04-12T02:30:00Z,4.74,ft,0.0339,kcfs,2025-04-12T02:54:36Z
2025-04-12T03:00:00Z,4.74,ft,0.0339,kcfs,2025-04-12T03:54:37Z
2025-04-12T03:30:00Z,4.74,ft,0.0339,kcfs,2025-04-12T03:54:37Z
2025-04-12T04:00:00Z,4.74,ft,0.0339,kcfs,2025-04-12T04:54:37Z
2025-04-12T04:30:00Z,4.74,ft,0.0339,kcfs,2025-04-12T04:54:37Z
2025-04-12T05:00:00Z,4.74,ft,0.0339,kcfs,2025-04-12T05:54:38Z
2025-04-12T05:30:00Z,4.74,ft,0.0339,kcfs,2025-04-12T05:54:38Z
2025-04-12T06:00:00Z,4.75,ft,0.0345,kcfs,2025-04-12T06:54:40Z
2025-04-12T06:30:00Z,4.75,ft,0.0345,kcfs,2025-04-12T06:54:40Z
2025-04-12T07:00:00Z,4.75,ft,0.0345,kcfs,2025-04-12T07:54:34Z
2025-04-12T07:30:00Z,4.76,ft,0.0351,kcfs,2025-04-12T07:54:34Z
2025-04-12T08:00:00Z,4.76,ft,0.0351,kcfs,2025-04-12T08:54:35Z
2025-04-12T08:30:00Z,4.77,ft,0.0357,kcfs,2025-04-12T08:54:35Z
2025-04-12T09:00:00Z,4.78,ft,0.0363,kcfs,2025-04-12T09:54:38Z
2025-04-12T09:30:00Z,4.78,ft,0.0363,kcfs,2025-04-12T09:54:38Z
2025-04-12T10:00:00Z,4.79,ft,0.0369,kcfs,2025-04-12T10:54:36Z
2025-04-12T10:30:00Z,4.79,ft,0.0369,kcfs,2025-04-12T10:54:36Z
2025-04-12T11:00:00Z,4.79,ft,0.0369,kcfs,2025-04-12T11:54:37Z
2025-04-12T11:30:00Z,4.8,ft,0.0376,kcfs,2025-04-12T11:54:37Z
2025-04-12T12:00:00Z,4.8,ft,0.0376,kcfs,2025-04-12T12:54:35Z
2025-04-12T12:30:00Z,4.8,ft,0.0376,kcfs,2025-04-12T12:54:35Z
2025-04-12T13:00:00Z,4.8,ft,0.0376,kcfs,2025-04-12T13:54:40Z
2025-04-12T13:30:00Z,4.8,ft,0.0376,kcfs,2025-04-12T13:54:40Z
2025-04-12T14:00:00Z,4.8,ft,0.0376,kcfs,2025-04-12T14:54:35Z
2025-04-12T14:30:00Z,4.8,ft,0.0376,kcfs,2025-04-12T14:54:35Z
2025-04-12T15:00:00Z,4.8,ft,0.0376,kcfs,2025-04-12T15:54:37Z
2025-04-12T15:30:00Z,4.8,ft,0.0376,kcfs,2025-04-12T15:54:37Z
2025-04-12T16:00:00Z,4.8,ft,0.0376,kcfs,2025-04-12T16:54:37Z
2025-04-12T16:30:00Z,4.78,ft,0.0363,kcfs,2025-04-12T16:54:37Z
2025-04-12T17:00:00Z,4.79,ft,0.0369,kcfs,2025-04-12T17:54:36Z
2025-04-12T17:30:00Z,4.79,ft,0.0369,kcfs,2025-04-12T17:54:36Z
2025-04-12T18:00:00Z,4.79,ft,0.0369,kcfs,2025-04-12T18:54:35Z
2025-04-12T18:30:00Z,4.78,ft,0.0363,kcfs,2025-04-12T18:54:35Z
2025-04-12T19:00:00Z,4.78,ft,0.0363,kcfs,2025-04-12T19:54:35Z
2025-04-12T19:30:00Z,4.77,ft,0.0357,kcfs,2025-04-12T19:54:35Z
2025-04-12T20:00:00Z,4.77,ft,0.0357,kcfs,2025-04-12T20:54:38Z
2025-04-12T20:30:00Z,4.74,ft,0.0339,kcfs,2025-04-12T20:54:38Z
2025-04-12T21:00:00Z,4.76,ft,0.0351,kcfs,2025-04-12T21:54:39Z
2025-04-12T21:30:00Z,4.75,ft,0.0345,kcfs,2025-04-12T21:54:39Z
2025-04-12T22:00:00Z,4.75,ft,0.0345,kcfs,2025-04-12T22:54:38Z
2025-04-12T22:30:00Z,4.75,ft,0.0345,kcfs,2025-04-12T22:54:38Z
2025-04-12T23:00:00Z,4.75,ft,0.0345,kcfs,2025-04-12T23:54:36Z
2025-04-12T23:30:00Z,4.74,ft,0.0339,kcfs,2025-04-12T23:54:36Z
2025-04-13T00:00:00Z,4.74,ft,0.0339,kcfs,2025-04-13T00:54:35Z
2025-04-13T00:30:00Z,4.74,ft,0.0339,kcfs,2025-04-13T00:54:35Z
2025-04-13T01:00:00Z,4.74,ft,0.0339,kcfs,2025-04-13T01:54:39Z
2025-04-13T01:30:00Z,4.74,ft,0.0339,kcfs,2025-04-13T01:54:39Z
2025-04-13T02:00:00Z,4.73,ft,0.0333,kcfs,2025-04-13T02:54:35Z
2025-04-13T02:30:00Z,4.73,ft,0.0333,kcfs,2025-04-13T02:54:35Z
2025-04-13T03:00:00Z,4.73,ft,0.0333,kcfs,2025-04-13T03:54:37Z
2025-04-13T03:30:00Z,4.73,ft,0.0333,kcfs,2025-04-13T03:54:37Z
2025-04-13T04:00:00Z,4.72,ft,0.0327,kcfs,2025-04-13T04:54:37Z
2025-04-13T04:30:00Z,4.72,ft,0.0327,kcfs,2025-04-13T04:54:37Z
2025-04-13T05:00:00Z,4.72,ft,0.0327,kcfs,2025-04-13T05:54:39Z
2025-04-13T05:30:00Z,4.71,ft,0.0322,kcfs,2025-04-13T05:54:39Z
2025-04-13T06:00:00Z,4.71,ft,0.0322,kcfs,2025-04-13T06:54:37Z
2025-04-13T06:30:00Z,4.7,ft,0.0316,kcfs,2025-04-13T06:54:37Z
2025-04-13T07:00:00Z,4.7,ft,0.0316,kcfs,2025-04-13T07:54:36Z
2025-04-13T07:30:00Z,4.69,ft,0.0311,kcfs,2025-04-13T07:54:36Z
2025-04-13T08:00:00Z,4.69,ft,0.0311,kcfs,2025-04-13T08:54:39Z
2025-04-13T08:30:00Z,4.68,ft,0.0305,kcfs,2025-04-13T08:54:39Z
2025-04-13T09:00:00Z,4.68,ft,0.0305,kcfs,2025-04-13T09:54:38Z
2025-04-13T09:30:00Z,4.67,ft,0.03,kcfs,2025-04-13T09:54:38Z
2025-04-13T10:00:00Z,4.67,ft,0.03,kcfs,2025-04-13T10:54:37Z
2025-04-13T10:30:00Z,4.67,ft,0.03,kcfs,2025-04-13T10:54:37Z
2025-04-13T11:00:00Z,4.67,ft,0.03,kcfs,2025-04-13T11:54:35Z
2025-04-13T11:30:00Z,4.67,ft,0.03,kcfs,2025-04-13T11:54:35Z
2025-04-13T12:00:00Z,4.66,ft,0.0295,kcfs,2025-04-13T12:54:35Z
2025-04-13T12:30:00Z,4.67,ft,0.03,kcfs,2025-04-13T12:54:35Z
2025-04-13T13:00:00Z,4.67,ft,0.03,kcfs,2025-04-13T13:54:39Z
2025-04-13T13:30:00Z,4.67,ft,0.03,kcfs,2025-04-13T13:54:39Z
2025-04-13T14:00:00Z,4.67,ft,0.03,kcfs,2025-04-13T14:54:35Z
2025-04-13T14:30:00Z,4.68,ft,0.0305,kcfs,2025-04-13T14:54:35Z
2025-04-13T15:00:00Z,4.68,ft,0.0305,kcfs,2025-04-13T15:54:44Z
2025-04-13T15:30:00Z,4.69,ft,0.0311,kcfs,2025-04-13T15:54:44Z
2025-04-13T16:00:00Z,4.69,ft,0.0311,kcfs,2025-04-13T16:54:37Z
2025-04-13T16:30:00Z,4.7,ft,0.0316,kcfs,2025-04-13T16:54:37Z
2025-04-13T17:00:00Z,4.7,ft,0.0316,kcfs,2025-04-13T17:54:39Z
2025-04-13T17:30:00Z,4.7,ft,0.0316,kcfs,2025-04-13T17:54:39Z
2025-04-13T18:00:00Z,4.71,ft,0.0322,kcfs,2025-04-13T18:54:36Z
2025-04-13T18:30:00Z,4.71,ft,0.0322,kcfs,2025-04-13T18:54:36Z
2025-04-13T19:00:00Z,4.72,ft,0.0327,kcfs,2025-04-13T19:54:36Z
2025-04-13T19:30:00Z,4.71,ft,0.0322,kcfs,2025-04-13T19:54:36Z
2025-04-13T20:00:00Z,4.71,ft,0.0322,kcfs,2025-04-13T20:54:36Z
2025-04-13T20:30:00Z,4.71,ft,0.0322,kcfs,2025-04-13T20:54:36Z
2025-04-13T21:00:00Z,4.71,ft,0.0322,kcfs,2025-04-13T21:54:37Z
2025-04-13T21:30:00Z,4.71,ft,0.0322,kcfs,2025-04-13T21:54:37Z
2025-04-13T22:00:00Z,4.71,ft,0.0322,kcfs,2025-04-13T22:54:36Z
2025-04-13T22:30:00Z,4.71,ft,0.0322,kcfs,2025-04-13T22:54:36Z
2025-04-13T23:00:00Z,4.7,ft,0.0316,kcfs,2025-04-13T23:54:38Z
2025-04-13T23:30:00Z,4.7,ft,0.0316,kcfs,2025-04-13T23:54:38Z
2025-04-14T00:00:00Z,4.69,ft,0.0311,kcfs,2025-04-14T00:54:35Z
